word,definition,weight
bold,"/bold/  adj. 1 courageous, willing to take risks: Business leaders like to think of bold plans. 2 pej. rude, too direct  3 strong and clear (in art, buildings, ideas): a building with bold lines -adv. boldly; -n. [U] boldness.Thesaurus: bold 1 daring, adventuresome | brave. Ant. cowardly. 2 brash, impolite (a bold child).Ant. timid. ",9
bomb,"/bm/  n. 1 an explosive device: A bomb blew up a building. 2 infrml. a failure: The play was a bomb; everyone left at intermission.  v. 1 [I;T] to damage or destroy with a bomb: Terrorists bombed the mayor's office. 2 [I] infrml.fig. to fail: She bombed her driver's test. 3 slang to get bombed: to get drunk: He got bombed last night at a party.Thesaurus: bomb n. 1 a time bomb, car bomb | grenade |  land mine 2 infrml. a flop, dud. Ant. asuccess.",9
bond,"/bnd/  n. 1 a relationship of trust (cooperation, friendship, love), connection: There is a strong bond between the two sisters. 2 (in chemistry, physics) the forces that hold matter together: a chemical bond 3 a certificate of debt: Companies sell bonds to raise money.  v. 1 [I] to become friends, esp. to trust, like, or love s.o.: People often bond when they face danger together. 2 [T] to insure against loss: Companies bond employees who handle money against their stealing it. -adj. bondable. See: bind.Thesaurus: bond n. 1  a tie, link. Ant. a separation.  v. 1 to connect, tie together, link together. Ant. to separate. ",9
bone,"/bon/  n. 1 a hard, white part that makes up the frame of the body, the skeleton: Our bones give us our shape. 2 a bone of contention: a point of disagreement, problem: His low salary is a bone of contention with his boss. 3 a bone to pick: a complaint, problem: He told his boss that he has a bone to pick with her about his low salary. 4 to make no bones about s.t.: to speak directly, complain: He made no bones about feeling that his salary was too low. 5 to the bone: to the minimum, (syn.) to the core: With the drop in sales, the company cut the number of employees to the bone.||chilled to the bone  v. [T] boned, boning, bones 1 to remove bones: She boned the chicken before cooking it. 2 phrasal v. insep. to bone up on s.t.: to study, review: He is boning up on chemistry for his exam tomorrow. -adj. boneless.",9
bony,"  or boney /boni/ adj. -ier, -iest 1 having many bones: That fish is bony and difficult to eat. 2 very thin, showing bones: He eats so little that he is bony.",9
boob,/bub/  n.slang 1 a stupid person  2 a woman's breast,9
book,"/bk/  n. 1 pages of words kept together with a paper or hard cover: We read two books for our English class. 2 things put together in book form: a book of stamps 3 by the book: strictly by the rules: That police officer goes by the book; when she sees s.o. doing s.t. wrong, she arrests the person. 4 to keep the books: to record money going in and out of a business: The accountant keeps the company books. 5 to throw the book at s.o.: to punish severely: The judge threw the book at the killer and gave her 100 years in jail. 6 to write the book on s.t.: to be an expert: Katharine Hepburn wrote the book on acting.  v. [T]  1 to save a seat, room: I booked an airline flight and a room at a hotel. 2 to charge with a crime: The police booked her for shoplifting.Thesaurus: book n. 1 a paperback, hardback | textbook, workbook | cookbook. v. 1 to reserve.",9
boon,"/bun/  n. s.t. good, an important help: Having a good library at the school is a boon for the students.",9
boor,"/br/  n. a crude, unpleasant person:  He's an insensitive boor. -adj. boorish; -adv. boorishly.",9
boot,"/but/  n. 1 a strong shoe with a tall top: Cowboys wear leather boots. 2 Brit. the trunk of a car  3 to boot: in addition, also: They fired him and gave him a bad reference to boot. 4 infrml.fig. to bet one's boots: to know s.t. as certain, a sure thing: You can bet your boots that I'm going to watch the championship basketball game! 5 to lick s.o.'s boots: to flatter or be too polite to s.o., so he or she will do what one wants v.infrml. [T] 1 to hit with the foot, kick: The football player booted the ball. 2 [I;T] to boot up: to start a computer program: We had to boot up the computer again after the electricity came back on.",9
born,"/brn/  past part. of to bear 1 given life: The child was born on December 25. 2 born out of: forced to do s.t.: The cost-cutting plan was born out of the need (necessity, requirement) to lower expenses.  adj. 1 having a natural ability to do s.t.: She is a born out athlete. 2 born and bred: raised from childhood: He is a born and bred New Yorker. See: silver spoon.",9
boss,"/bs/  n. bosses 1 the person in charge of others, manager, owner: She is the boss at that publishing company. 2 pej. a politician who controls a political organization or party: Whatever the party boss wants gets done  immediately.  v. [T] to give orders: She bosses everyone around.Thesaurus: boss n. 1 the supervisor, person over/above you | chief, superior | honcho infrml. Ant. a subordinate.  ",9
both,/bo/  adj. of two things or people: Both friends arrived at the same time.||They had both traveled on the same plane.||He held her with both arms.,9
bout,"/bat/  n. 1 (in boxing) a fighting match: The boxer fought a 12-round bout. 2 fig. a short, difficult time, esp. with illness: Every winter, I have a bout of the flu.",9
bowl,"/bol/  n. a dish with upward curved sides: I'd like a bowl of soup, please.  v. 1 [I;T] to roll a ball on a flat surface (bowling alley, green): We bowl every Thursday night. 2 phrasal v. [T] to bowl over: to surprise: He was bowled over by the good news. -n. bowler.",9
bozo,/bozo/  n.infrml. -zos a fool: She dislikes her boss and tells everyone he is a bozo.,9
brag,"/brg/  v. [I;T] bragged, bragging, brags to praise one's own successes, (syn.) to boast: He brags about his own strength and good looks.",9
bran,"/brn/  n. [U] the outer covering of grains such as wheat, rye, etc.: This bread is made of flour with the bran still on it.",9
brat,"/brt/  n.pej. a spoiled, badly behaved child: Her children act like brats; they won't obey anyone. -adj. bratty.",9
bray,/bre/  v.[I] n. a loud sound of a donkey: The donkey <v.> brayed and would not move.,9
brew,"/bru/  v. 1 [T] to make a beverage by boiling, mixing, or soaking solids, such as tea leaves or coffee beans: I brewed a pot of coffee in the coffeemaker. 2 [I;T] to make beer   3 [I] fig. to plan s.t. bad: The crowd began to get loud and angry; trouble was brewing.  n. 1 a mixture, esp. a heated one  2 fig. a bad combination: a witch's brew 3 slang a beer: Let's go to the bar and have a few brews. -n. brewer.",9
brig,/brg/  n. a military prison: The navy sailor was put in the brig for stealing.,9
brim,"/brm/  n. 1 the top of a glass, pot, jar, etc.: She filled the glass full to the brim. 2 the bottom outer edge of a hat: His hat has a wide brim.  v. [I] brimmed, brimming, brims 1 to be full to the top: The baskets were brimming with wheat and potatoes. 2 phrasal v. to brim over: to be full of happiness, excitement, etc.: He's brimming over with stories about his recent trip. -adj. brimful.",9
brow,"/bra/  n. the front upper area of the head between the eyes and hairline, (syn.) the forehead: He has wrinkles in his brow from worry.",9
buff,"/bf/  v. [T] to rub s.t. to make it shiny, (syn.) to polish: I buffed my shoes with a cloth.  n. 1 s.o. who enjoys and knows a lot about a subject: Ask her anything about movies; she's a big film buff. 2 a shine: I gave my shoes a buff. 3 a soft, thick, pale-yellow leather made from the skin of buffalo, oxen, or elk  4 infrml. in the buff: without any clothes, (syn.) nude: She likes to sunbathe in the buff.  adj. a brownish-yellow color: He wore a buff jacket.",9
bulb,"/blb/  n. 1 the round root of some plants: a tulip bulb 2 the glass in an electric light, of this shape: The bulb in that lamp has burned out. -adj. bulbous.",9
bulk,"/blk/  n. [U] 1 large size: Big animals, such as elephants and whales, have huge bulk. 2 the most of s.t., (syn.) the majority: The bulk of the students passed the exam.  adj. a bulk shipment: a large quantity: The bulk shipment was 500 boxes of shoes.",9
bull,"/bl/  n. 1 the male of cattle that can produce young: A bull is feeding in a field. 2 the male of some other animal types: a bull elephant 3 vulg.slang nonsense: What he says is a lot of bull. 4 a person who believes that the stock market will go up, (syn.) an optimist   5 like a bull in a china shop: a careless person in a delicate situation, (syns.) clumsy, tactless: He makes big mistakes; he's like a bull in a china shop. 6 to take the bull by the horns: to face a difficult or dangerous situation boldly: She took the bull by the horns and told her family that she had lost her job.",9
bump,"/bmp/  n. 1 a rounded piece of s.t. (earth, skin, etc.): There is a bump on my arm where a mosquito bit me. 2 the feeling of a bump or bang: Bumps in the road make driving uncomfortable.  v. [T] 1 to hit with force: I bumped my leg on the table. 2 phrasal v. insep. to bump into s.o.: to meet by accident: Two friends bumped into each other on the street.Thesaurus: bump n. 1 a lump | swelling 2 a jolt.   v. 1 to hit, knock against s.t. or s.o.  ",9
bung,"/b/  n. a short, round piece of wood (cork, rubber) put in a hole in a jug or barrel: A worker closed a beer barrel with a bung. -n. bunghole /bhol/.",9
bunk,"/bk/  n. 1 [C] a narrow bed, often placed one above the other: Soldiers sleep in bunks. 2 [U] nonsense: What he says is bunk!  v. [I] to sleep at s.o.'s house as a guest: Don't go to a hotel; bunk with us in our guest room. See: bunkhouse.",9
buoy,"/bui, b/  n. 1 a marker floating in the water used to warn of danger or mark a passageway (channel): Don't swim out beyond the red buoy. 2 a device made from material that floats, used to keep a person from sinking, (syn.) a life preserver: She threw the drowning man a buoy.  v. [T]  1 to lift up, to keep afloat in the water  2 fig.to make s.o. feel good: The good news buoyed his spirits.",9
burn,"/brn/  v. burned or burnt /brnt/, burning, burns 1 [I] to be on fire: The house is burning. 2 [I;T] to hurt with fire: The fire burned her hand. 3 [I;T] to spoil with fire: He burned the meat. 4 [I] to produce light: Street lights burn all night. 5 phrasal v. sep. [T] to burn s.t. down: to destroy by fire: Vandals burned down the house.||They burned it down. 6 phrasal v. insep. [T] to burn s.t. into s.t.: to put permanently into consciousness: The look on his face is burned into my mind. 7 phrasal v. sep. [I;T] to burn s.o. or s.t. out: a. s.o.: to be unable to work anymore, usu. from exhaustion: Her hard work burned out the doctor.||It burned her out. b. s.t.: to stop burning: The fire finally burned itself out. c. s.t.: to stop working: That light bulb has burned out. 8 phrasal v. sep. [I;T] to burn s.o. or s.t. up: a. infrml.fig. to be very angry: The theft of his car burned up my cousin.||It burned him up. b. to be destroyed: The fire burned up all her furniture. 9 infrml. [I] to be or get burned: to have a loss: She paid a lot of money for a painting that turned out to be fake; she got burned.   n. an injury or wound caused by fire or sunlight: She suffered a burn on her hand. See: bridge, 6; sunburn.Thesaurus: burn v. 1 to be ablaze/in flames | blaze | glow, smolder 2 to blister, sunburn (one's skin), scorch (clothes), singe (one's hair, clothes). Ants. to extinguish, put out (a fire). n. first-degree/second-degree/third-degree burn. ",9
