word,definition,weight
cut,"/kt/  n. 1 a wound caused by a knife or other sharp edge: I have a cut on my finger. 2 a hole or opening made by s.t. sharp (knife, saw, scissors): He made cuts in the fabric for buttonholes. 3 a reduction in the amount of s.t.: He was given a cut in salary. 4 infrml. a part or share of s.t.: The salespeople here get a 10% cut of the price of everything. 5 a piece that is cut from a whole, esp. a particular part of an animal body used for meat: I bought an inexpensive cut of beef for making stew. 6 a style: the cut of a dress 7 a cut above (or) below: s.t. better (or) worse than s.t. else: Our product is a cut above our competitor's in quality. 8 to survive the cut: to keep one's job while others lose theirs: Our company has laid off many employees but I have survived the cut and still have my job. 9 slang to take a cut at: to make an attempt at doing s.t.: He took a cut at solving the problem.Thesaurus: cut n 1 a scratch, gash, wound | incision (medical) 2 slit 3 a decrease, drop. Ant. an increase. 4 discount off, reduction of 5 a piece, section 6 style, shape, look.  v. cut, cutting, cuts 1 [T] (syns.) to gash, wound, injure as with a knife by accident: She cut her finger with a kitchen knife. She gashed her finger with a kitchen knife. 2 [I;T] (syn.) to slice: He cut the meat into thin slices. He sliced the meat into thin slices. 3 [T] (syns.) to remove, eliminate s.t.: She cut meat from her diet; she doesn't eat meat anymore. She removed (or) eliminated meat from her diet. 4 [T] (syns.) to interrupt, stop: The bad storm cut off the electricity. The bad storm interrupted the electricity. 5 [T] (syn.) to divide (into parts): The three thieves cut the stolen money into three parts. The three thieves divided the stolen money into three parts. 6 [I] (syns.) to block, isolate as in preventing people from doing s.t.: The fallen bridge cut people off from the other side of the river. The fallen bridge blocked people from the other side of the river. 7 [T] (syn.) to dilute as in reducing the strength of s.t.: They cut  the whiskey with water. They diluted the whiskey with water.  8 [T] (syn.)  to remove the top half of cards and put it on the bottom: I cut the cards (pack, deck).9 cut!: to stop an action esp. filming s.t.: The film scene was going badly, so the director yelled, ""Cut!"" 10 to cut a check, tape, or compact disk: infrml. to prepare or record: Our company cuts paychecks every two weeks.||That singer cut a new CD of her latest songs. 11 phrasal v. insep. [T] to cut across s.t.:  a. to take a shorter way (shortcut) to go somewhere: The farmer cut across his field to go home instead of the longer way by the road. b. to affect many different things: The damage caused by the use of drugs cuts across all social classes. c. (a line) to go across, (syn.) to bisect  12 slang to cut a deal: to discuss and sign a contract: We met for lunch yesterday and cut a deal on leasing 100 new cars. 13 phrasal v. sep. [T] to cut s.o. or s.t. apart: to put into pieces with a knife, (syn.) to dismember: The cook cut apart the chicken by cutting off the legs and wings.||She cut it apart. 14 phrasal v. insep. to cut back (or) cut back on s.t.:  a. [T] to reduce s.t.: Our company cut back the number of employees from 100 to 75.||The owner cut back on the size of salary increases. b. [I] to turn back: The thief ran from the police, then cut back toward his hiding place. 15 to cut both ways: to do s.t. that has a two-sided, double effect: When you get angry at people, it cuts both ways because they get angry at you too. 16 to cut class: not to go to classes at a school or college: That student has cut so many of his classes that he will not graduate. 17 to cut corners: to do s.t. the easiest and/or cheapest way, usu. with a bad result: The city cut corners on building that new road and now it is falling apart. 18 phrasal v. sep. to cut s.t. down:  a. [I;T] to reduce the amount of s.t., (syn.) to lessen: She cut down on the number of cigarettes that she smokes from 30 to 10 a day. b. [T] to chop down, (syn.) to fell: He cut down a tree for firewood. c. [T] to kill: The man was cut down by gunfire. 19 phrasal v. insep. [I] to cut in on s.o. or s.t.: a. to interrupt: While we were talking, a stranger cut in and asked directions. b. to ask a woman to dance while she is dancing with s.o. else  20 phrasal v. insep. [T] to cut into s.t.: to reduce the amount of s.t.: Losses cut into profits. 21 infrml. to cut it: to perform to a required standard, succeed: She works two jobs and she can cut it at both of them. 22 Cut it out!: to stop annoying (or) bad behavior: I told you to stop playing that radio so loudly. Cut it out! 23 to cut loose:  a. to free oneself: The magician was tied up with ropes but he was able to cut himself loose. b. to perform in an excellent, unusual way: He was an ordinary football player, but he cut loose today and won the game. 24 phrasal v. sep. [T] to cut s.o. or s.t. off: a. s.o or s.t.: to eliminate from contact: His conservative family cut off the young poet.||The bad storm cut off the electricity. b. s.t.: to remove (syns.) to amputate, sever: A doctor cut off the man's diseased foot. 25 to cut off one's nose to spite one's face: to harm oneself: She wants people to like her, but she cuts her nose off to spite her face by being difficult with them. 26 to cut one's losses: to stop losses and get out of a losing situation: I bought a stock at $10 a share and it went down to $8 where I sold it to cut my losses; it is now $3 a share. 27 to cut one's teeth on: to learn s.t. useful, to start a career: She cut her teeth on selling the company's products, then became a manager. 28 phrasal v. sep. [T] to cut s.t. out:  a. to remove: The doctor cut out the woman's appendix. b. infrml. to stop doing s.t.: I cut out smoking cigarettes. ||I cut it out. 29 [T] be cut out for: to be right for (or) suited to: He is cut out for sports because he is fast and strong. 30 phrasal v. sep. [T] to cut s.o. or s.t. short: a. to stop s.o. from talking, esp. rudely: His wife tried to talk to him about a problem, but he cut her short and left the room. b. to stop s.t. before the planned time: When my mother became very ill, I cut short my vacation to be with her. ||I cut it short. 31 to cut s.o. down to size: to make people understand that they are not as important as they think they are: A worker started telling the boss what to do, so she told him to stop and that cut him down to size. 32 to cut s.t. too fine: to make s.t. too difficult, esp. unimportant details: She argued over small points in the contract and I told her that she cut the matter too fine, so we can't agree. 33 phrasal v. insep. [T] to cut through s.t.:  a. to go through by force, (syns.) to hack, slash: The firefighter cut through the door with an axe and saved the child. b. to make a difficult matter easy, (syn.) to facilitate: The politician cut through the governmental delays and got the problem solved quickly. 34 infrml. to cut to the bone: to take strong measures to stop spending money: The company is having money problems and has cut all expenses to the bone. 35 phrasal v. insep. [T] to cut s.o. or s.t. up: to slice into pieces: He cut up the paper into little pieces. ",9
dab,"/db/  n. a small amount of s.t.: I put a dab of butter on my bread.  v. dabbed, dabbing, dabs 1 [T] to apply a small amount of s.t.: She dabbed paint on a canvas (antiseptic on a cut, makeup on her nose, etc.). 2 [I;T]to touch with quick strokes: He dabbed at the spot on his tie with a napkin. -n. dabber.",9
dad,"/dd/  n.infrml. short for daddy, one's father: Dad, can I have some money? See: daddy.",9
dam,"/dm/  v. [T] dammed, damming, dams  to build a barrier across a river to stop or  limit its flow, often to produce electrical power: Governments often dam large rivers to generate electrical power.  n. the barrier itself: Beavers build dams with logs and sticks.Thesaurus: dam v. to block, stop up | obstruct, hinder. Ant. to unblock.",1
day,"/de/  n. 1 the time period between sunrise and sunset: Most people work during the day and sleep at night. 2 the 24-hour period from midnight to midnight: There are seven days in a week. 3 not to give s.o. the time of day: to treat s.o. with no respect: She won't give him the time of day because she doesn't like him. 4 to call it a day: to stop working: We've done enough, so let's call it a day. 5 infrml. to make s.o.'s day: to make s.o. very happy: Receiving your letter really made my day.  adv. 1 day in and day out: all the time, in a steady, dedicated way: He works hard day in and day out. 2 days: during the day: She works days and her husband works nights. 3 (just) the other day: one day recently: I saw that movie (just) the other day. 4 these days: now (but not in the past): These days many students have personal computers.",9
DDT,"/diditi/  n. [U] a strong chemical used to kill insects in order to increase crops: The use of DDT is against the law in many places, because it is dangerous to the environment.",9
den,"/dn/  n. 1 the home of certain animals: a bear's (lion's, fox's) den 2 a room for relaxation and study: Our family watches TV in the den.",9
dew,"/du/  n. [U] drops of water, esp. on grass and other plants, that come from the night air: You'll wet your shoes walking through the morning dew.",8
did,"/dd/  v. 1 past tense of do: I did all my work yesterday. 2 past auxiliary verb: Did she go home?Thesaurus: did 1 completed, finished. Ant. did not, didn't.",8
dig,"/dg/  v. dug /dg/, digging, digs 1 [T] to make (a hole or opening) by taking away earth: They used heavy equipment to dig a hole for the building foundation (a tunnel through a mountain, etc.). 2 [I;T] to break up or turn over earth: She's digging in the garden. 3 [T] slang a. to like: Hey, man, I dig this music! b. to understand: So that's the plan, do you dig? 4 to dig deep: to give money generously: When they asked me to give to the fund for hungry children, I dug deep. 5 to dig for: a. to look for by digging: to dig for gold, oil, coal, etc. b. to look for (information), (syn.) to investigate: A newspaper reporter digs for the facts. 6 phrasal v. [I] to dig in:  a. to begin eating or working with great energy: Lunch is ready, so dig in! b. to fix oneself in a certain position: The soldiers dug themselves in for battle. 7 phrasal v. insep. [I;T] to dig (s.t.) into s.o. or s.t.: to push s.t. into: A woman dug her elbow into my side. 8 phrasal v. [T] to dig (s.o. or s.t.) out: a. to escape by digging: The coal miners dug themselves out of the fallen tunnel to safety. b. to find out (by looking for information): Reporters try to dig out the truth.Thesaurus: dig v. 1 to excavate 2 to shovel, hoe, scoop. n. 1 a place where archaeologists dig: They're on a dig in Egypt. See: diggings. 2 infrml. s.t. said that is both funny and critical, (syn.) a gibe: She got in a few digs at her husband as she told us the funny story of their vacation trip. ",9
